ticker,k,dt,sigma,steps_per_year,A_leland,A_optimal,A_ml,BS_mean,BS_std,BS_tc,Leland_mean,Leland_std,Leland_tc,Opt_mean,Opt_std,Opt_tc,ML_mean,ML_std,ML_tc
TSLA,0.02,0.003968253968253968,0.5884323232866542,252,0.8610012900847404,0.8010012900847403,0.9090909090909092,-37.60571795395809,4.193305220248677,10.911246345595114,-36.045741673745134,1.5187588632170388,9.38284155563469,-36.126695130959895,1.5296396743901775,9.462384762907424,-35.982873200404626,1.5289032365055202,9.321050170057141
TSLA,0.02,0.007936507936507936,0.5884323232866542,126,0.6088198508292857,0.6088198508292857,0.6464646464646465,-34.70127816671913,3.360295022449365,8.078988389103403,-33.88199833915683,2.0006282387455303,7.266189576920727,-33.88199833915683,2.0006282387455303,7.266189576920727,-33.84299810144374,2.008665421984258,7.2271870752103915
TSLA,0.02,0.015873015873015872,0.5884323232866542,63,0.4305006450423702,0.3705006450423701,0.5454545454545455,-32.62070733405378,3.3269881801576755,6.053600262527475,-32.213500483044065,2.750296269070213,5.639890615828497,-32.261768238653005,2.7543918312912297,5.688961502934151,-32.12684613327065,2.791709100599204,5.551781644425956
TSLA,0.02,0.047619047619047616,0.5884323232866542,21,0.24854966330151998,0.329129797980912,0.4646464646464647,-30.471557656043768,4.6649900445666574,4.007834534148573,-30.318420184642846,4.571639346143113,3.8688852840275225,-30.275706968874147,4.5932756150011285,3.830264856386455,-30.209866353934935,4.667915779301258,3.770864808398448
